0,36618
1,23401
2,15851
3,11056
4,8313
5,6571
6,5675
7,6583
8,9856
9,23539
10,66669
11,190701
12,227835
13,179271
14,137515
15,129367
16,160221
17,250201
18,352925
19,329804
20,233349
21,172641
22,130828
23,71331
